ACCOUNT_NO,NAME,AGE,COUNTRY,GENDER,ACCOUNT_STATUS,LAST_UPDATED_DATE,CREATED_DATE
NIAU54568328657822,Erika Elliott,,Japan,F,Closed,1984-07-28 21:20:02,1972-09-26 16:44:47
LDYF82178556918244,Mary Gibbs,,Kenya,M,Closed,2021-06-26 02:42:42,1972-11-11 07:25:04
KYOE99620568945787,Alicia Colon,,Solomon Islands,M,Open,2004-02-01 05:29:40,2017-11-02 05:40:53
LJFB58483960125757,John Clark,,Guinea,F,Open,1984-03-31 08:37:12,2021-01-10 00:20:42
LBCU47867268049232,Stephen Campos,,Tanzania,F,Hold,2002-09-04 23:37:46,2012-04-26 19:05:28
YIFO93313255622638,Daniel Miller,,Mayotte,F,Open,2004-11-23 05:47:00,1977-01-16 23:29:44
EAXB36464663548192,Jeremiah Owens,,Cayman Islands,M,Closed,1993-08-20 17:53:13,1973-09-30 20:49:51
THOA73908329260967,Christopher Moran,,Serbia,F,Hold,1995-05-19 07:10:44,2001-05-29 09:49:57
AGVY90267550535142,Maria Navarro,,Liechtenstein,F,Open,1981-09-23 20:39:17,1995-09-05 16:20:36
ZDWR64219973843042,David Liu,,Poland,F,Open,1983-12-15 13:39:07,2020-08-13 21:25:08
EJXT13078525855270,Peter Young,,Saint Barthelemy,M,Closed,1994-11-10 05:18:01,1990-02-17 23:07:14
GREY68844234124629,Stephen Cain,,Slovakia (Slovak Republic),M,Open,1980-07-28 07:13:53,1991-04-11 22:15:56
DROZ07003026802430,Ashley Brown,,Senegal,M,Open,2012-10-22 18:17:17,2006-12-13 09:53:13
APYG06323402948781,Pamela Warner,,Nicaragua,M,Hold,1978-08-25 17:57:02,1980-02-24 22:51:44
HXFW85105356967791,Kelly Howard,,Belarus,M,Open,1996-09-14 17:54:21,2014-12-24 04:14:05
IOYJ72127871397270,Jerry Winters,,Egypt,M,Closed,1993-07-01 02:46:28,2003-12-28 19:04:58
UCTQ66950895401514,Emily Tyler,,Guernsey,M,Hold,1986-03-21 03:53:26,1995-06-24 09:34:43
OMXW40053441646046,Lacey Potts,,Saint Helena,F,Open,1981-08-09 06:38:31,1971-02-06 15:48:07
DSSF19010995020877,Sara Brown,,Christmas Island,F,Closed,2012-06-01 20:21:48,2003-02-09 09:08:34
GUET95080442038995,Sarah Stephens,,Malta,F,Closed,2009-04-07 02:20:34,2003-04-24 02:53:56
XMTH19422938162725,Anthony Hodge,,Bosnia and Herzegovina,F,Open,2001-08-10 06:24:16,1976-06-20 13:35:50
NVII57684998878223,Gabrielle Mclaughlin,,Kiribati,M,Closed,2010-03-29 05:31:50,1984-06-16 08:35:07
XRAU70156977366411,Dylan Aguilar,,Central African Republic,M,Open,1974-06-05 11:00:33,1987-09-21 01:08:02
OOVV36397656502303,Victoria Jones,,Kenya,F,Closed,2007-05-16 09:39:42,2009-12-20 22:07:38
AEFX64766883206491,Christina Brown,,British Indian Ocean Territory (Chagos Archipelago),F,Hold,2006-11-22 20:38:14,1977-07-07 03:26:41
GTGC08513743966465,Debra White,,Timor-Leste,M,Open,1989-03-16 22:04:02,2003-09-01 23:02:19
SFFT07884625412942,Jared Lloyd,,Italy,F,Closed,1978-06-01 18:34:24,1971-03-04 11:45:54
WTIE38644582549509,Troy Foster,,Djibouti,F,Closed,1994-02-06 12:13:10,1977-11-21 22:31:27
BYMG56757558606309,Danielle Williams,,Netherlands,M,Closed,1973-04-27 23:20:48,1980-03-12 15:21:34
PYSJ29972235754296,Katrina Simon,,Qatar,F,Closed,2009-01-28 20:23:30,2002-04-18 05:58:52
VXLI82916432376439,Victoria Hernandez,,Azerbaijan,M,Closed,1987-11-10 18:01:54,2000-02-07 05:56:35
LBWP08745853779856,Catherine Graham,,Djibouti,F,Hold,1976-06-14 06:28:42,1970-02-02 12:26:10
AZGG87424708107770,Kenneth Nguyen,,Burkina Faso,M,Closed,1974-09-30 17:40:38,1983-01-31 16:54:41
GBWQ36274273554304,Dillon Church,,Albania,M,Closed,1993-11-18 21:32:18,2002-02-05 01:58:39
MZIL58585495349734,Paul Turner,,Korea,F,Closed,1982-05-01 01:03:39,1974-08-29 18:23:04
TUWP62733088928745,Christopher Barnes,,Guadeloupe,F,Closed,2018-10-23 23:48:46,1996-01-03 13:16:11
FLWF13863729217019,Peter Clark,,Spain,F,Open,2012-04-11 00:54:43,2000-11-23 23:26:38
IZWK42785263541458,Shaun Mercado,,Equatorial Guinea,F,Closed,1977-02-03 16:41:28,1999-02-22 07:31:49
ADUD10163415305296,Kaitlyn Irwin,,Barbados,F,Hold,1993-02-17 17:24:25,1998-08-22 22:11:47
LXGO62563193419656,Amanda Anderson,,Ukraine,F,Hold,2021-12-07 21:15:58,1980-02-22 01:58:14
YVHO39275039188421,James Johnson,,Taiwan,F,Closed,1998-09-21 21:15:39,2015-11-03 18:09:03
MQLW90144899337301,Anthony Schmidt,,Holy See (Vatican City State),F,Open,2013-07-24 09:23:48,2021-11-29 12:12:23
ELVX97590095516384,John Morris,,Papua New Guinea,F,Hold,1976-09-04 19:27:55,1981-11-14 19:53:14
PFEM91259601383635,Tyler Fletcher,,Hungary,M,Open,1989-06-01 09:07:10,2006-09-27 04:37:51
ZXDV11069332132715,Colleen Stephens,,Uzbekistan,F,Open,1993-10-25 08:11:41,2021-01-18 13:21:58
UYLR07871347957862,Emily Brown,,Isle of Man,M,Open,2009-12-21 12:14:33,1986-08-13 07:26:08
CTVH39260659171024,Carlos Hunt,,Lao People's Democratic Republic,M,Closed,1978-05-03 10:58:05,2001-09-18 00:45:33
AXVB88500546153104,Adam Chavez,,Tuvalu,F,Open,1979-03-07 21:53:25,1974-08-07 07:18:20
YSLK08456695148649,Jessica Vincent,,Hong Kong,M,Closed,2006-09-11 17:57:10,1973-09-08 19:01:52
WVKN85959589192383,Nancy Rodriguez,,Maldives,F,Open,2011-04-14 22:24:00,2004-12-29 20:58:16
GXKP03422526054055,Jack Rodriguez,,Lao People's Democratic Republic,M,Closed,1973-03-19 18:05:47,1982-01-01 04:52:20
YOUI45292038798613,Jennifer Anderson,,Croatia,F,Open,1993-10-18 18:51:33,2020-12-09 12:24:58
WOJA22765206479496,Laura Bender,,Cook Islands,M,Closed,2014-03-30 20:43:03,2022-07-15 09:26:31
WRKT75237991183867,Nathaniel Reese,,French Southern Territories,M,Closed,1975-12-22 07:57:36,2006-06-26 15:58:37
UDMY15109692794154,Lauren Hunter,,Tokelau,M,Hold,1980-01-17 05:23:03,2021-05-01 00:48:01
EEBS62767777872081,Cassandra Hayes,,Turkey,F,Closed,2018-01-16 12:05:55,1973-02-21 15:02:28
WZAS73312259677401,Matthew Cannon,,Barbados,M,Hold,1991-05-05 04:43:14,2000-01-24 18:45:16
KFIP49982439579713,Mary Gonzales,,Thailand,F,Hold,1987-12-03 17:50:09,1999-10-07 10:22:24
XIHO88678934461311,Julia Reilly,,United States Virgin Islands,F,Hold,1998-08-24 05:56:31,2015-07-05 21:30:47
LRCZ81328984292160,Emily Fisher,,Saint Martin,F,Hold,1980-03-06 21:17:27,1978-02-07 07:05:58
EBHK02996196082800,Daniel Maddox,,Malta,F,Open,2010-04-21 20:01:10,1980-06-20 20:03:26
FGMZ50404849683818,David Joseph,,Gibraltar,F,Closed,2001-01-12 14:20:16,2000-10-20 05:43:18
THLV25493220234383,Johnny Martinez,,Colombia,M,Open,1971-01-11 07:46:18,1991-08-25 12:36:19
KKBE03267097167822,Melissa Strong,,Finland,M,Open,1971-10-06 17:08:14,2021-07-16 15:31:54
OKOT18967056986682,Eric Giles,,Slovenia,M,Open,1970-09-26 23:56:21,1983-11-28 12:30:16
BZJD91855205541028,Dylan Hicks,,United States Virgin Islands,F,Open,1972-03-30 08:35:02,2020-08-29 08:26:08
PWGS86220745894008,Thomas Kelley,,France,F,Closed,2018-05-09 14:27:45,1988-07-06 21:27:35
LJTU60184879533432,Shannon Williams,,Malta,M,Closed,1981-09-03 12:10:00,1980-05-24 12:51:08
JALH66176074959255,Michael Miller,,Saint Lucia,F,Open,1985-10-09 22:44:10,1981-01-06 01:42:20
UTZJ79504531483287,Kimberly Pitts,,Turks and Caicos Islands,F,Closed,1999-04-17 19:27:45,1987-06-16 22:21:27
RKXL76231898913876,Kelly Merritt,,Lithuania,M,Open,1980-11-03 03:35:29,2009-06-01 13:56:09
LWQI80230237162531,Jordan Patterson,,Afghanistan,F,Hold,2015-12-30 20:24:40,2006-10-04 12:09:33
JQWR82097149499663,Samuel Bowen,,Tuvalu,M,Hold,1986-07-08 20:03:51,1979-12-30 05:28:51
OPLA86920061323127,Eddie Rose,,Montenegro,M,Hold,1989-11-13 04:15:04,2022-05-11 20:50:54
NMZD68991983805195,Jennifer Mccarty,,Libyan Arab Jamahiriya,M,Closed,1994-12-14 03:06:21,1989-08-10 01:00:48
PMGO19616447070340,Cynthia Hull,,Thailand,F,Closed,1994-02-25 10:08:32,2000-04-19 16:14:53
FBFM30193097100407,Erica Marshall,,Cuba,F,Hold,1981-03-10 04:58:01,1975-09-12 06:58:03
XMQC76627613733774,Jim Tran,,Cape Verde,M,Hold,1991-04-30 10:02:40,1990-08-30 13:26:50
XPFR75690011454264,Richard Ward,,Ghana,M,Hold,2016-01-07 04:49:49,2000-01-18 17:01:37
VWUJ48115408968792,Stephanie Young,,Bahrain,M,Hold,2018-11-21 10:45:21,2016-09-29 15:51:14
ZZZE84413110556848,Ryan Griffith,,Yemen,M,Closed,2004-07-23 11:15:18,2000-10-23 11:47:52
NPYL02743726685093,Jordan Johnson,,Denmark,F,Open,1996-03-22 11:54:15,1991-11-13 11:42:12
UUCS72179635096443,Jesse Kelley,,Iraq,M,Closed,1976-04-20 07:10:17,1972-10-17 14:10:58
YHBA51416365440574,Willie Kennedy,,French Southern Territories,M,Hold,1985-01-26 05:33:45,2000-05-29 10:02:08
ZHCX21001195554322,Ana Dodson,,Botswana,M,Open,2010-02-06 12:41:34,1975-10-20 07:53:59
FFAG63162579376854,Brent Pierce,,Vietnam,F,Closed,1989-06-08 14:38:08,2002-02-12 23:34:30
DJEE17373545352420,Christopher Berg,,Thailand,F,Hold,1972-12-01 13:08:55,1982-02-20 17:57:58
XVHC10656729463209,Shelia Campbell,,Gibraltar,M,Closed,2016-09-10 09:30:08,2020-01-13 15:55:55
AODG52611330686681,Stephanie Guerrero,,Puerto Rico,F,Hold,2012-10-02 11:31:11,1991-07-18 17:11:13
YNKZ28683490393490,Stephanie Lee,,Chad,M,Hold,1998-06-22 05:47:50,2004-05-11 12:41:41
UBHR78463292265552,Hannah Kline,,Bosnia and Herzegovina,M,Closed,2012-09-30 12:14:12,1982-12-21 18:53:05
YVRE67739863853006,Amanda King,,Uganda,M,Open,2020-08-03 13:30:20,1972-02-02 11:57:30
KEPB36042101070768,Taylor Koch,,Palestinian Territory,M,Closed,1983-07-17 15:09:56,2018-08-18 18:57:41
KEQD72257380665711,Krystal Warren,,Grenada,F,Hold,1980-12-19 05:01:26,1986-05-10 13:24:40
BPYG06546873544398,Stephanie Bates,,Algeria,M,Open,1981-03-03 15:06:16,1994-08-22 03:52:20
EACF22923214300399,Theresa Oliver,,British Indian Ocean Territory (Chagos Archipelago),M,Open,1984-12-24 05:15:21,1994-02-07 11:41:15
GIYW76506808792087,Chad Thomas,,Montserrat,F,Closed,1977-06-24 08:32:08,2017-04-02 04:29:22
IVOD92400452546810,Cathy Hurst,,Jordan,M,Open,2009-06-19 12:25:39,1997-05-06 07:35:35
TKOQ59932651039858,Megan Payne,,Belarus,M,Open,2008-04-07 19:34:44,2001-10-21 19:05:23
DQTJ44837846776457,Michael White,,Antarctica (the territory South of 60 deg S),F,Open,2003-12-26 14:37:41,1974-02-21 02:04:08
ZVDJ81234493366684,Angela Mcdonald,,New Zealand,M,Closed,2009-04-29 13:35:56,1970-03-24 07:12:01
HJWG62934425060595,Zachary Miller,,Martinique,M,Open,1990-01-26 07:53:13,1978-01-07 13:41:57
SPMB76872788397397,Sean Dominguez,,Kenya,M,Hold,2007-05-08 01:20:27,1997-02-06 13:14:56
LZFV92123846837208,Lisa Cortez,,Saint Vincent and the Grenadines,M,Hold,1991-06-20 06:21:38,1974-09-10 21:20:54
DLZR57418253332418,Jonathan Foster,,Sri Lanka,F,Closed,1981-06-04 12:07:24,2003-09-04 14:34:25
QEFO08015633669644,William Wilson,,Maldives,F,Open,1974-09-14 04:26:04,1980-05-25 08:15:06
AOFI12635466115438,Linda Smith,,Korea,M,Closed,1972-04-04 13:39:59,1980-02-05 06:07:45
AJCR92949683776083,Paul Richmond,,Slovenia,F,Open,1983-11-10 15:47:41,1992-04-24 07:18:09
OXVE58156617742565,Terry Obrien,,Nigeria,M,Closed,1981-04-20 01:37:56,1993-12-31 06:09:05
MQWC61248496891481,Javier Smith,,Monaco,M,Open,2010-03-13 09:01:14,1976-05-05 13:45:57
MKIK91427841284314,Caleb Rios,,Iceland,M,Closed,2010-10-11 00:50:58,1972-04-03 23:30:38
RTVT67476567612846,Martha Brown,,Bulgaria,F,Open,1999-09-16 17:46:13,1987-02-06 11:14:55
GKBV67917671143691,Kenneth Norton,,Israel,F,Open,2019-11-18 05:34:31,2010-12-18 12:34:56
TFDG66513256358233,Teresa Hanna,,Ethiopia,M,Hold,2003-03-28 14:08:30,1974-05-24 02:41:27
GUCV96075930638664,Meghan Butler,,Sierra Leone,M,Hold,1977-12-14 17:37:07,1979-04-10 13:52:44
EFME59213647032587,Connie Wise,,Bolivia,F,Hold,1976-07-06 18:28:45,2008-09-01 09:42:44
XPGW21898259076380,Aaron Lopez,,Comoros,M,Hold,1991-05-03 02:12:39,1979-09-04 15:51:04
RQVI65480088456916,Erin Lloyd,,Dominican Republic,F,Closed,1983-11-27 05:40:22,2010-05-26 13:53:03
DUPC94326289082330,William Watts,,Malawi,M,Closed,1971-05-19 15:40:27,1982-06-09 15:06:36
XICV41695182877621,Jennifer Flores,,Gibraltar,F,Open,2010-06-04 19:41:04,2021-03-13 22:53:31
LWPH78049143974445,Emily Johnson,,Saint Lucia,F,Closed,2015-03-30 18:41:25,2009-01-21 02:41:59
PVMM94016406860237,Robert Smith,,Jersey,M,Hold,1973-08-14 19:30:04,2011-12-19 18:34:51
BKDC24646169011411,Joshua Tran,,Malaysia,M,Closed,2009-04-09 19:18:29,2007-10-13 04:27:59
YZJH05108805610310,Dean Miller,,Cameroon,M,Closed,2008-07-07 04:35:09,1980-09-27 00:04:42
FXNO89189351330078,Mrs. Lauren Campbell,,Anguilla,F,Open,2002-08-27 12:38:40,2012-08-26 05:20:23
JNBS42272029428475,Mr. Stephen Williams Jr.,,Chad,M,Closed,1980-10-17 01:21:45,1973-07-03 21:43:44
FUQS68273880929957,Christopher Garza,,Lao People's Democratic Republic,M,Open,1982-03-06 01:53:36,2013-03-07 15:48:59
MTJC02451709804896,Melissa Wells,,Greenland,F,Closed,1978-09-04 19:37:41,1971-08-25 19:40:52
FCPO73207741564776,Mr. Daniel Leonard,,Macao,M,Hold,2004-04-24 07:18:18,2001-01-24 15:54:03
OUDU04277984831495,Robert Brown,,Cape Verde,M,Closed,2017-08-08 17:18:01,2011-09-01 18:02:53
XKDB66909929398044,Ricardo Shelton,,Hungary,F,Hold,1979-01-20 10:54:36,2008-03-05 16:49:10
AQYC32478946377278,Nicole Lopez,,San Marino,F,Open,1970-05-28 10:26:12,2009-08-05 19:39:28
VWVR35097076473757,Rhonda Walker,,Equatorial Guinea,M,Hold,1982-03-07 06:17:43,2001-08-31 05:51:12
ZDQY98522002034956,Sarah Stark,,Pitcairn Islands,F,Closed,1975-05-12 02:44:15,1984-05-12 10:47:44
YZVZ99944645050300,Michael Cantrell,,Serbia,M,Hold,1993-08-13 23:53:17,2009-08-10 16:13:21
VHVI49717922953526,Brent Hansen,,Saint Barthelemy,F,Closed,2012-10-09 05:07:49,1972-02-20 02:38:31
JEZD98871852155397,Kristina Shepherd,,Spain,M,Closed,1989-05-17 22:57:04,1988-08-07 04:19:07
NMZE97730515407247,Shannon Taylor,,Zambia,M,Open,2019-04-08 02:40:55,1982-02-12 19:30:28
TBLO60544384930380,Michael Day,,Spain,F,Closed,2021-10-07 22:00:24,2007-08-12 13:31:15
OZYN67303516307454,Jillian Sandoval,,Martinique,F,Closed,1986-10-03 07:31:55,2006-09-22 03:33:23
VZSX41256751787557,Mark Sawyer,,Cambodia,F,Closed,2016-06-22 21:52:36,2020-11-17 10:20:40
CWMP60712942862266,Julie Jimenez,,Peru,F,Closed,2022-01-13 23:21:20,2013-03-19 18:26:00
YNUC62778374099473,Sarah Morris,,Ukraine,F,Closed,1994-07-23 00:36:02,2014-06-17 22:14:03
AXBS85978078687940,Christina Sharp,,Grenada,M,Open,2012-12-31 01:12:02,2022-06-18 17:42:05
SDVJ56246675237738,David Carter,,Bahrain,M,Closed,1976-09-05 11:10:51,2014-11-04 16:29:07
FRPO38885502226322,Samantha Duarte,,Marshall Islands,M,Hold,1987-05-03 13:16:53,2007-02-12 13:51:21
LHKY99412375000390,Jill Norris,,Djibouti,F,Hold,2011-03-29 03:44:57,1986-09-16 17:02:43
UIXE17794355044189,Jesse Hart,,Reunion,M,Hold,1979-09-04 17:51:17,2009-11-20 09:09:24
KOPH82008021593853,Ann Hayes,,Christmas Island,M,Open,2020-10-26 04:43:59,2003-08-08 04:42:22
XNEK27526660261496,Mark Powell,,Nigeria,M,Closed,2010-10-30 23:21:56,1979-01-15 19:58:29
ARCT66439399875065,Christopher Norton,,Cook Islands,M,Closed,1991-01-30 00:43:18,2021-02-27 17:15:16
OQQJ82461585277182,Ashley Garrett,,Uzbekistan,F,Open,1988-03-30 10:54:21,1994-06-21 04:12:18
LNGV81159985505901,Miranda Hardy,,Yemen,F,Closed,2008-11-30 01:30:10,2015-01-06 06:27:13
BTJV79916561816368,Jasmine Lucero,,Egypt,F,Closed,2016-02-01 00:16:02,1983-11-21 12:12:09
KIUB94888011280058,Shawn Dixon,,Kenya,M,Hold,1985-06-16 22:34:47,2003-10-27 22:23:05
OGZN25322381043407,Stephanie Curtis,,Palau,F,Closed,1998-04-11 08:10:53,1984-09-14 11:16:56
XWZF83168561330936,Timothy Rodriguez,,Canada,M,Hold,2020-04-05 13:04:11,1979-08-02 00:48:10
XHYB38690397321686,Christina Lewis,,Namibia,F,Closed,2015-08-06 07:23:41,2011-10-12 14:03:46
ZMKB16744261321698,Kimberly Hernandez,,Mexico,F,Open,2001-03-05 18:00:42,1981-09-26 15:20:27
REDS98385004455749,Eric Trujillo,,Central African Republic,M,Closed,1976-10-19 11:46:26,2007-09-30 19:53:04
ADHX99763005581712,Ashlee Ferrell,,Finland,F,Open,2003-11-09 02:50:03,2001-07-17 14:40:45
ZUKI06036089233740,Matthew Giles MD,,Norfolk Island,M,Open,1993-09-08 16:15:21,1985-06-13 09:35:35
ZETS03955647038256,Nicholas Edwards,,Liechtenstein,M,Hold,1976-11-09 13:07:51,2014-01-01 14:26:15
TBET82206216553382,Gregory Young,,Azerbaijan,M,Open,1988-01-18 14:35:23,1994-11-10 12:30:44
USOG77091119438768,Vickie Peters,,Eritrea,M,Open,2006-10-12 01:42:41,1971-08-25 16:56:39
RZAC35066426908814,Sarah Ramirez,,Slovakia (Slovak Republic),M,Hold,1993-06-01 07:21:29,1977-03-25 22:01:18
AFBO08144153736773,Christopher Gilbert,,Montenegro,M,Closed,1986-08-03 18:04:30,1998-05-02 17:24:10
SJXJ28142445292412,Leslie French,,Qatar,F,Open,2022-02-02 04:38:12,1974-08-04 04:40:43
RPCI14646394196056,Connor Rodriguez,,Denmark,F,Closed,1998-01-13 16:48:33,1994-03-31 05:52:05
RQBP74366590022109,Chelsea Foster,,Malta,F,Closed,1977-12-15 10:42:15,2003-08-30 09:10:59
SVOE84898236313725,David Kelly,,Palau,F,Open,1997-02-04 01:44:15,1995-03-03 18:13:02
XBWD93841976000900,Karen Roberson,,Saint Kitts and Nevis,F,Open,2001-03-04 00:24:07,1994-12-30 18:27:50
OUGC23149069070994,Jeff Maxwell,,Afghanistan,F,Closed,2021-09-27 04:11:41,1987-02-10 02:37:54
PAYY67364059092756,Thomas Gutierrez,,Saint Vincent and the Grenadines,F,Open,2006-06-27 13:29:24,1992-11-30 23:44:16
ZCGT05885045062037,Dylan Wong,,Malta,M,Hold,2007-10-04 15:51:24,2006-01-01 05:21:33
RNEF76519135290719,Douglas Costa,,Moldova,M,Closed,1982-07-23 15:03:20,1985-08-03 14:48:56
RMBP18325068137296,John Scott,,Maldives,F,Open,2015-08-22 17:21:03,2017-04-13 22:04:04
SFQE99209653345190,Deborah Perez,,Ghana,F,Closed,2018-10-02 07:05:28,1976-11-25 18:14:56
PHCT47000242002230,Peter Williamson,,Sierra Leone,F,Closed,1999-05-01 18:38:11,1995-01-27 01:01:09
HKXH33424206856941,Janet Cunningham,,Paraguay,M,Hold,1971-05-31 10:53:41,1993-07-20 18:23:40
JJIT93834469877638,Heather Moran,,Tunisia,M,Hold,2013-06-30 23:18:08,2021-12-30 22:35:15
TBZC41602103556297,Joshua Jones,,French Polynesia,M,Hold,2017-06-08 08:54:30,2000-09-21 20:43:18
BHNA12911968965551,Renee Reed,,Saint Barthelemy,M,Closed,2002-03-11 17:27:51,1977-12-10 17:57:01
NNFU13758712261022,James Middleton,,Israel,F,Open,2003-05-10 02:33:13,2010-01-05 19:57:20
OTKE31839231318887,Whitney Price,,Paraguay,M,Hold,1974-07-15 09:05:00,1993-07-21 04:02:02
XGKZ17519116526343,Matthew Gordon,,Bulgaria,M,Closed,1996-10-04 16:05:36,1975-02-15 20:22:18
BJTO10473263824716,Christopher Dean,,New Zealand,M,Open,1983-06-04 07:16:02,2006-03-22 09:20:52
BHXT73207514098337,Carlos Jones,,Gibraltar,F,Closed,1990-04-03 08:42:27,1984-09-04 04:46:12
FYZE66886786157803,David Aguirre,,Cape Verde,M,Open,1980-08-20 02:17:50,2005-03-18 21:03:01
COCB60065341498300,Randall Rodriguez,,Luxembourg,M,Closed,2020-02-06 18:57:41,1971-08-11 14:55:26
EAEH85127181525908,Pamela Morales,,Malawi,F,Hold,1971-04-21 11:01:01,2019-08-15 08:05:21
SYUC57131956177062,Robert Shepard,,Jamaica,M,Closed,1993-06-17 10:17:08,2005-12-24 16:58:40
VZZF40973786179852,Richard Leonard,,Belarus,M,Closed,1972-02-13 14:39:02,2018-03-15 01:14:33
UNME82735437712667,Linda Anderson,,Somalia,M,Open,2017-02-20 01:29:37,2007-04-20 09:20:02
BZOO83407054135785,Crystal Booker,,Portugal,M,Open,1984-04-22 23:30:05,2017-09-12 14:27:12
RIVD01984860106256,Brittany Young,,Korea,M,Open,1975-12-18 04:51:23,2000-03-08 21:20:30
XISB96712717931383,Brenda Thomas,,Norway,M,Open,1978-09-05 15:36:27,2021-07-01 23:14:47
CJMR52452689925939,Mark Cunningham,,Lithuania,M,Closed,1980-11-29 02:15:21,1976-08-23 22:57:18
JBXY35196349751200,Brianna Mathis,,South Africa,M,Closed,2018-02-18 23:44:05,1990-12-20 14:18:17
FAWD93815097372388,Sharon Hull,,Portugal,M,Hold,1989-12-03 17:11:29,2011-02-10 18:03:03
SNFL53951966280209,Brenda Garcia,,Togo,M,Hold,2015-08-01 00:14:55,2018-09-09 17:55:58
NCNE19375983989463,Laura Frazier,,France,F,Open,2017-08-15 23:08:28,2012-05-03 02:59:40
WBJL78555403830116,Lisa Howell,,Trinidad and Tobago,F,Open,1984-09-03 00:10:00,1976-07-26 17:20:42
QPJF01450236388211,Tiffany Smith,,Burundi,F,Open,1970-08-26 00:24:20,1989-12-09 06:30:09
WFCZ92805943858756,Barbara Gonzalez,,Cyprus,F,Hold,2022-02-25 21:48:33,1983-09-04 13:31:08
CWUP82282204627979,Linda Johnson,,Singapore,F,Open,1971-09-13 07:16:46,1987-12-03 06:14:09
LOHK63473208829583,William Wells Jr.,,Ethiopia,M,Open,1990-05-17 21:19:42,1981-06-15 08:49:55
AQDO65537676551259,Andrew Gray,,Western Sahara,M,Closed,2001-04-06 18:09:13,2017-12-19 11:06:25
UAQB66533036578742,Jasmine Berry,,Dominica,F,Open,1978-11-03 04:14:33,1978-01-05 22:29:25
ENWK47267098311719,James Conrad,,United Kingdom,F,Open,1996-01-05 02:08:45,2016-07-18 23:47:53
NLWL31397357875754,Joshua Mayo,,Guatemala,M,Closed,1985-04-09 11:18:29,1989-06-21 21:49:35
JDJI21184012069150,Christine Townsend,,Burkina Faso,F,Hold,2017-02-24 12:43:40,1993-11-01 09:51:39
YAXA09712731134301,Donna Quinn,,Sierra Leone,M,Open,1981-05-20 00:58:56,1971-04-03 03:12:33
BVQY86301585487492,Brandon Keller,,Christmas Island,F,Hold,1992-05-04 17:41:18,1989-11-10 01:40:35
NYRN71039661017807,Steven Lopez,,Tuvalu,F,Closed,1994-03-17 05:58:32,1974-11-13 05:12:14
IIRV20725347376900,Sharon Smith,,Tajikistan,F,Open,1980-12-09 13:24:20,2015-07-04 06:24:04
UQOB23568485180855,Jessica Thompson,,Bermuda,M,Hold,1972-08-24 16:22:30,2009-09-05 10:18:39
JFJV30917826329624,Lisa Morgan,,Turks and Caicos Islands,F,Hold,1989-02-15 22:55:00,2011-12-09 15:33:02
LQNN35640454824268,Mr. Nicholas Mccann,,Belarus,M,Open,1987-02-02 02:35:43,1984-10-03 21:16:07
WJIB60382408878232,Thomas Moore,,Nigeria,F,Hold,2016-05-24 13:29:02,1987-12-05 21:26:08
ZGSV07815933705334,Adam Smith,,Slovakia (Slovak Republic),F,Open,2013-03-08 07:46:04,2021-03-25 23:35:10
DPGB59024902998555,Derek Wright,,Lebanon,M,Closed,2021-04-09 03:59:42,2007-08-13 20:05:15
PXPZ73734566929076,Dominic Wells,,Madagascar,M,Open,1973-05-09 20:22:16,1981-02-07 08:04:42
ZEDJ70963243082062,Gregory Acosta,,Myanmar,F,Hold,1984-12-01 14:25:38,2014-01-26 17:46:47
EWDI14346179210536,Sharon House,,Tanzania,M,Closed,1982-01-02 07:22:27,2013-04-19 11:45:10
LRNJ73425836483530,Victoria Barrett,,United Arab Emirates,M,Hold,1995-09-07 11:31:06,1979-03-14 10:24:28
ZIMJ23828439945614,John Sutton,,Hong Kong,M,Open,2010-01-18 05:56:10,1989-12-19 14:51:09
QFUX09963994145921,James Clark,,New Zealand,M,Closed,1997-11-18 21:11:30,2003-11-29 15:56:25
FQLK77020730625631,Rebecca Jones,,United States Minor Outlying Islands,M,Closed,2017-05-21 14:18:26,2020-05-06 22:18:53
FENR28361573647640,Michael Smith,,Palestinian Territory,F,Closed,1970-10-13 12:23:19,1983-02-01 18:16:34
HWAY68011069389394,John Davis,,Indonesia,M,Open,1981-03-14 03:40:51,2015-03-21 19:56:52
OEHP67431941010445,Kimberly Cox,,Saint Martin,F,Open,2020-07-28 16:13:23,2002-02-10 09:16:22
KSCX79239843217754,Mr. Keith Mack,,Central African Republic,M,Open,2019-07-01 20:53:08,1990-03-25 07:37:37
QHFF64172464895025,Diana Kane,,Tokelau,F,Hold,1972-01-22 11:09:13,2008-03-11 21:46:05
IVDP40684582290499,Kimberly Henderson,,United States Minor Outlying Islands,F,Open,2005-02-13 07:09:18,1989-10-30 07:06:13
GEON17474068600018,Matthew Solis,,Grenada,M,Open,1992-09-01 22:41:38,1990-10-03 08:43:13
MVWA24388184305849,Danielle Wade,,Thailand,M,Hold,1975-03-12 08:15:13,1996-06-20 14:55:46
IMZS23346764216292,Cindy Bradford,,Switzerland,M,Closed,1995-11-14 04:35:16,1972-03-19 09:32:13
LUHZ09257041665810,Alexa Dennis,,Namibia,M,Hold,2015-06-04 23:49:23,2021-07-24 04:09:31
ZBZR33874880651987,Tiffany James,,Belarus,F,Open,2018-12-21 16:02:02,1995-10-23 21:14:11
NILF85490078722318,Kayla Jackson,,American Samoa,M,Hold,1985-07-16 23:53:32,1983-06-07 10:47:13
